STATION,NAME,DATE,PRCP,SNOW
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/17/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/18/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/19/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/20/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/21/18,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/22/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/23/18,0.41,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/24/18,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/25/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/26/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/27/18,1.17,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/28/18,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/29/18,0.52,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/30/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10/31/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/1/18,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/2/18,0.36,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/3/18,1.39,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/4/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/5/18,0.36,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/6/18,0.78,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/7/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/8/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/9/18,1.1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/10/18,0.45,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/11/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/12/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/13/18,1.1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/14/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/15/18,0.46,0.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/16/18,0.57,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/17/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/18/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/19/18,0.17,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/20/18,0.4,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/21/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/22/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/23/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/24/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/25/18,0.78,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/26/18,0.87,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/27/18,0.46,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/28/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/29/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11/30/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/1/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/2/18,0.75,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/3/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/4/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/5/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/6/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/7/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/8/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/9/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/10/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/11/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/12/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/13/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/14/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/15/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/16/18,0.54,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/17/18,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/18/18,0.02,0.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/19/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/20/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/21/18,0.61,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/22/18,0.02,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/23/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/24/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/25/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/26/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/27/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/28/18,0.33,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/29/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/30/18,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12/31/18,0.41,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/1/19,0.38,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/2/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/3/19,0.02,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/4/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/5/19,0.53,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/6/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/7/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/8/19,0.02,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/9/19,0.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/10/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/11/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/12/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/13/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/14/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/15/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/16/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/17/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/18/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/19/19,0.13,0.5
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/20/19,1.2,1.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/21/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/22/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/23/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/24/19,1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/25/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/26/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/27/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/28/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/29/19,0.05,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/30/19,0.16,0.5
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1/31/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/1/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/2/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/3/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/4/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/5/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/6/19,0.37,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/7/19,0.21,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/8/19,0.07,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/9/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/10/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/11/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/12/19,0.91,2.4
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/13/19,0.28,0.1
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/14/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/15/19,0.1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/16/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/17/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/18/19,0.31,3.6
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/19/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/20/19,0.1,0.8
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/21/19,0.42,1.3
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/22/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/23/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/24/19,0.48,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/25/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/26/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/27/19,0.05,1.2
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",2/28/19,0.15,2.2
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/1/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/2/19,0.18,2
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/3/19,0.09,0.7
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/4/19,0.97,9.9
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/5/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/6/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/7/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/8/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/9/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/10/19,0.46,0.9
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/11/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/12/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/13/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/14/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/15/19,0.2,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/16/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/17/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/18/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/19/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/20/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/21/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/22/19,0.88,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/23/19,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/24/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/25/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/26/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/27/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/28/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/29/19,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/30/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",3/31/19,0.09,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/1/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/2/19,0.05,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/3/19,0.4,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/4/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/5/19,0.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/6/19,0.09,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/7/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/8/19,0.31,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/9/19,0.06,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/10/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/11/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/12/19,0.11,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/13/19,0.28,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/14/19,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/15/19,0.72,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/16/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/17/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/18/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/19/19,0.02,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/20/19,0.17,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/21/19,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/22/19,2.3,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/23/19,0.21,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/24/19,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/25/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/26/19,0.74,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/27/19,0.66,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/28/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/29/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",4/30/19,0.14,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/1/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/2/19,0.06,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/3/19,0.11,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/4/19,0.14,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/5/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/6/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/7/19,0.08,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/8/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/9/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/10/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/11/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/12/19,0.39,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/13/19,0.82,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/14/19,0.15,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/15/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/16/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/17/19,0.24,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/18/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/19/19,0.22,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/20/19,0.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/21/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/22/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/23/19,0.12,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/24/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/25/19,0.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/26/19,0.23,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/27/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/28/19,0.3,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/29/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/30/19,0.23,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",5/31/19,0.07,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/1/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/2/19,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/3/19,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/4/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/5/19,0.05,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/6/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/7/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/8/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/9/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/10/19,0.14,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/11/19,0.53,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/12/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/13/19,0.63,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/14/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/15/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/16/19,0.11,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/17/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/18/19,0.1,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/19/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/20/19,0.37,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/21/19,1.19,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/22/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/23/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/24/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/25/19,0.13,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/26/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/27/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/28/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/29/19,1.65,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",6/30/19,0.16,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/1/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/2/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/3/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/4/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/5/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/6/19,1.37,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/7/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/8/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/9/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/10/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/11/19,0.02,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/12/19,0.81,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/13/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/14/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/15/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/16/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/17/19,0.43,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/18/19,0.04,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/19/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/20/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/21/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/22/19,0.85,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/23/19,1.03,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/24/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/25/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/26/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/27/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/28/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/29/19,0.01,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/30/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",7/31/19,1.25,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/1/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/2/19,0,0
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",8/3/19,0,0
